Flat No,Device ID,Sensor Type,Event Type,Leak Status,Time Occurred,Time Resolved,Duration (minutes),Details
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T09:55:21.270Z,2026-06-08T09:55:32.226Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T10:00:47.415Z,2026-06-08T10:00:59.334Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T10:05:11.704Z,2026-06-08T10:05:23.570Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T10:09:35.894Z,2026-06-08T10:09:48.211Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-08T10:22:35.049Z,,,Status changed from No Communication to Online
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-08T10:22:35.154Z,,,Status changed from No Communication to Online
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-08T11:04:17.481Z,,,Status changed from No Communication to Online
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T11:17:54.252Z,2026-06-08T11:18:08.162Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T11:20:05.630Z,2026-06-08T11:20:20.580Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-08T11:37:38.577Z,,,Status changed from Unknown to Online
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-08T11:37:38.610Z,,,Status changed from Unknown to Online
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-06-08T11:41:14.231Z,2026-06-08T11:41:28.258Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T11:45:55.931Z,2026-06-08T11:46:09.960Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-06-08T12:00:55.100Z,2026-06-08T12:01:09.929Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-06-09T04:19:24.160Z,,,Status changed from Unknown to Online
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-06-09T04:19:24.364Z,,,Status changed from Unknown to Online
